company_id,funding_round
5a5c533c942d09e481c158bc,b
5a5c533c942d09e481c158bd,angel
5a5c533c942d09e481c158c0,a
5a5c533c942d09e481c158c2,unattributed
5a5c533c942d09e481c158c2,partial
5a5c533c942d09e481c158c4,grant
5a5c533c942d09e481c158c6,seed
5a5c533c942d09e481c158c6,a
5a5c533c942d09e481c158c6,b
5a5c533c942d09e481c158c7,seed
5a5c533c942d09e481c158c7,a
5a5c533c942d09e481c158ca,d
5a5c533c942d09e481c158ca,c
5a5c533c942d09e481c158ca,a
5a5c533c942d09e481c158ca,unattributed
5a5c533c942d09e481c158d3,seed
5a5c533c942d09e481c158d3,angel
5a5c533c942d09e481c158d6,angel
5a5c533c942d09e481c158d8,angel
5a5c533c942d09e481c158d9,b
5a5c533c942d09e481c158d9,d
5a5c533c942d09e481c158d9,unattributed
5a5c533c942d09e481c158da,seed
5a5c533c942d09e481c158da,a
5a5c533c942d09e481c158db,c
5a5c533c942d09e481c158db,b
5a5c533c942d09e481c158db,a
5a5c533c942d09e481c158db,d
5a5c533c942d09e481c158e0,c
5a5c533c942d09e481c158e0,unattributed
5a5c533c942d09e481c158e3,seed
5a5c533c942d09e481c158e3,a
5a5c533c942d09e481c158e3,private_equity
5a5c533c942d09e481c158e3,d
5a5c533c942d09e481c158e6,a
5a5c533c942d09e481c158ee,angel
5a5c533c942d09e481c158ee,angel
5a5c533c942d09e481c158f5,debt_round
5a5c533c942d09e481c158f6,a
5a5c533c942d09e481c158f6,b
5a5c533c942d09e481c158f6,c
5a5c533c942d09e481c158f6,unattributed
5a5c533c942d09e481c158f6,unattributed
5a5c533c942d09e481c158f7,seed
5a5c533c942d09e481c15902,unattributed
5a5c533c942d09e481c15903,seed
5a5c533c942d09e481c15904,seed
5a5c533c942d09e481c15905,a
5a5c533c942d09e481c1590c,unattributed
5a5c533c942d09e481c1590c,unattributed
5a5c533c942d09e481c15917,seed
5a5c533c942d09e481c1591f,b
5a5c533c942d09e481c1591f,debt_round
5a5c533c942d09e481c1591f,debt_round
5a5c533c942d09e481c15920,unattributed
5a5c533c942d09e481c15924,seed
5a5c533c942d09e481c15924,debt_round
5a5c533c942d09e481c15924,debt_round
5a5c533c942d09e481c15929,seed
5a5c533c942d09e481c1592d,b
5a5c533c942d09e481c15933,angel
5a5c533c942d09e481c1593b,angel
5a5c533c942d09e481c1593b,a
5a5c533c942d09e481c1593d,c
5a5c533c942d09e481c15940,angel
5a5c533c942d09e481c15940,a
5a5c533c942d09e481c15941,angel
5a5c533c942d09e481c15941,a
5a5c533c942d09e481c15941,b
5a5c533c942d09e481c15942,a
5a5c533c942d09e481c15942,b
5a5c533c942d09e481c15944,seed
5a5c533c942d09e481c15944,angel
5a5c533c942d09e481c15944,seed
5a5c533c942d09e481c15945,a
5a5c533c942d09e481c15945,b
5a5c533c942d09e481c1594e,a
5a5c533c942d09e481c1594e,seed
5a5c533c942d09e481c15952,a
5a5c533c942d09e481c15955,a
5a5c533c942d09e481c15955,b
5a5c533c942d09e481c15955,c
5a5c533c942d09e481c15957,a
5a5c533c942d09e481c1595a,angel
5a5c533c942d09e481c1595c,seed
5a5c533c942d09e481c1595c,a
5a5c533c942d09e481c1595c,a
5a5c533c942d09e481c1595d,seed
5a5c533c942d09e481c15962,angel
5a5c533c942d09e481c15966,a
5a5c533c942d09e481c15968,a
5a5c533c942d09e481c15969,seed
5a5c533c942d09e481c1596a,seed
5a5c533c942d09e481c1596a,a
5a5c533c942d09e481c1596b,seed
5a5c533c942d09e481c1596c,d
5a5c533c942d09e481c1596e,seed
5a5c533c942d09e481c1596e,angel
5a5c533c942d09e481c1596e,a
5a5c533c942d09e481c1596e,b
5a5c533c942d09e481c1596f,seed
5a5c533c942d09e481c15971,unattributed
5a5c533c942d09e481c15971,unattributed
5a5c533c942d09e481c15972,angel
5a5c533c942d09e481c15972,a
5a5c533c942d09e481c15972,b
5a5c533c942d09e481c15972,c
5a5c533c942d09e481c15975,seed
5a5c533c942d09e481c15976,a
5a5c533c942d09e481c15977,a
5a5c533c942d09e481c15977,b
5a5c533c942d09e481c15978,a
5a5c533c942d09e481c1597a,angel
5a5c533c942d09e481c1597b,angel
5a5c533c942d09e481c1597c,seed
5a5c533c942d09e481c1597f,a
5a5c533c942d09e481c1597f,unattributed
5a5c533c942d09e481c15982,a
5a5c533c942d09e481c15983,seed
5a5c533c942d09e481c15984,seed
5a5c533c942d09e481c15984,a
5a5c533c942d09e481c15984,b
5a5c533c942d09e481c15984,c
5a5c533c942d09e481c15984,e
5a5c533c942d09e481c15984,d
5a5c533c942d09e481c1598a,a
5a5c533c942d09e481c1598f,a
5a5c533c942d09e481c15990,a
5a5c533c942d09e481c15994,seed
5a5c533c942d09e481c15995,a
5a5c533c942d09e481c15995,b
5a5c533c942d09e481c15995,debt_round
5a5c533c942d09e481c15996,a
5a5c533c942d09e481c15998,a
5a5c533c942d09e481c15998,unattributed
5a5c533c942d09e481c15999,a
5a5c533c942d09e481c1599b,angel
5a5c533c942d09e481c1599c,c
5a5c533c942d09e481c1599c,a
5a5c533c942d09e481c1599c,b
5a5c533c942d09e481c1599e,a
5a5c533c942d09e481c1599e,b
5a5c533c942d09e481c1599e,e
5a5c533c942d09e481c1599e,unattributed
5a5c533c942d09e481c1599e,unattributed
5a5c533c942d09e481c1599e,unattributed
5a5c533c942d09e481c159a7,debt_round
5a5c533c942d09e481c159a8,private_equity
5a5c533c942d09e481c159a8,debt_round
5a5c533c942d09e481c159b3,angel
5a5c533c942d09e481c159b3,angel
5a5c533c942d09e481c159b3,a
5a5c533c942d09e481c159b3,unattributed
5a5c533c942d09e481c159b3,unattributed
5a5c533c942d09e481c159b3,e
5a5c533c942d09e481c159b3,a
5a5c533c942d09e481c159b4,a
5a5c533c942d09e481c159b4,b
5a5c533c942d09e481c159b4,c
5a5c533c942d09e481c159b4,d
5a5c533c942d09e481c159ba,unattributed
5a5c533c942d09e481c159c2,a
5a5c533c942d09e481c159c2,a
5a5c533c942d09e481c159c2,unattributed
5a5c533c942d09e481c159c2,b
5a5c533c942d09e481c159c4,b
5a5c533c942d09e481c159c4,d
5a5c533c942d09e481c159c4,d
5a5c533c942d09e481c159c4,e
5a5c533c942d09e481c159c9,seed
5a5c533c942d09e481c159d3,seed
5a5c533c942d09e481c159d5,a
5a5c533c942d09e481c159d6,d
5a5c533c942d09e481c159d8,seed
5a5c533c942d09e481c159da,angel
5a5c533c942d09e481c159de,unattributed
5a5c533c942d09e481c159df,seed
5a5c533c942d09e481c159e0,a
5a5c533c942d09e481c159e0,b
5a5c533c942d09e481c159e1,seed
5a5c533c942d09e481c159e1,seed
5a5c533c942d09e481c159e4,seed
5a5c533c942d09e481c159e4,a
5a5c533c942d09e481c159e4,a
5a5c533c942d09e481c159e4,a
5a5c533c942d09e481c159e4,debt_round
5a5c533c942d09e481c159e5,a
5a5c533c942d09e481c159e5,seed
5a5c533c942d09e481c159e5,unattributed
5a5c533c942d09e481c159ec,a
5a5c533c942d09e481c159ed,seed
5a5c533c942d09e481c159ed,angel
5a5c533c942d09e481c159ef,a
5a5c533c942d09e481c159f1,b
5a5c533c942d09e481c159f1,a
5a5c533c942d09e481c159f1,debt_round
5a5c533c942d09e481c159f3,b
5a5c533c942d09e481c159f7,a
5a5c533c942d09e481c159f7,b
5a5c533c942d09e481c159f9,seed
5a5c533c942d09e481c159fc,unattributed
5a5c533c942d09e481c159ff,partial
5a5c533c942d09e481c15a05,angel
5a5c533c942d09e481c15a07,seed
5a5c533c942d09e481c15a08,unattributed
5a5c533c942d09e481c15a08,unattributed
5a5c533c942d09e481c15a0a,unattributed
5a5c533c942d09e481c15a0d,angel
5a5c533c942d09e481c15a0f,a
5a5c533c942d09e481c15a11,a
5a5c533c942d09e481c15a12,a
5a5c533c942d09e481c15a12,b
5a5c533c942d09e481c15a13,seed
5a5c533c942d09e481c15a13,seed
5a5c533c942d09e481c15a15,e
5a5c533c942d09e481c15a17,seed
5a5c533c942d09e481c15a19,b
5a5c533c942d09e481c15a1b,a
5a5c533c942d09e481c15a1d,a
5a5c533c942d09e481c15a1d,unattributed
5a5c533c942d09e481c15a1d,unattributed
5a5c533c942d09e481c15a1e,seed
5a5c533c942d09e481c15a1e,debt_round
5a5c533c942d09e481c15a20,debt_round
5a5c533c942d09e481c15a21,c
5a5c533c942d09e481c15a21,b
5a5c533c942d09e481c15a21,a
5a5c533c942d09e481c15a21,unattributed
5a5c533c942d09e481c15a21,unattributed
5a5c533c942d09e481c15a23,a
5a5c533c942d09e481c15a26,seed
5a5c533c942d09e481c15a26,a
5a5c533c942d09e481c15a26,b
5a5c533c942d09e481c15a26,unattributed
5a5c533c942d09e481c15a26,unattributed
5a5c533c942d09e481c15a2a,angel
5a5c533c942d09e481c15a2a,angel
5a5c533c942d09e481c15a2a,a
5a5c533c942d09e481c15a2a,b
5a5c533c942d09e481c15a2a,c
5a5c533c942d09e481c15a2a,unattributed
5a5c533c942d09e481c15a2a,d
5a5c533c942d09e481c15a2a,d
5a5c533c942d09e481c15a2a,secondary_market
5a5c533c942d09e481c15a2b,unattributed
5a5c533c942d09e481c15a2b,unattributed
5a5c533c942d09e481c15a2c,seed
5a5c533c942d09e481c15a2c,seed
5a5c533c942d09e481c15a2e,a
5a5c533c942d09e481c15a33,angel
5a5c533c942d09e481c15a33,a
5a5c533c942d09e481c15a33,b
5a5c533c942d09e481c15a34,a
5a5c533c942d09e481c15a34,b
5a5c533c942d09e481c15a35,unattributed
5a5c533c942d09e481c15a3e,a
5a5c533c942d09e481c15a3e,b
5a5c533c942d09e481c15a3e,seed
5a5c533c942d09e481c15a3f,b
5a5c533c942d09e481c15a3f,a
5a5c533c942d09e481c15a3f,seed
5a5c533c942d09e481c15a40,c
5a5c533c942d09e481c15a40,b
5a5c533c942d09e481c15a40,unattributed
5a5c533c942d09e481c15a40,debt_round
5a5c533c942d09e481c15a41,a
5a5c533c942d09e481c15a41,b
5a5c533c942d09e481c15a42,angel
5a5c533c942d09e481c15a42,a
5a5c533c942d09e481c15a42,unattributed
5a5c533c942d09e481c15a45,b
5a5c533c942d09e481c15a45,unattributed
5a5c533c942d09e481c15a46,b
5a5c533c942d09e481c15a46,a
5a5c533c942d09e481c15a46,c
5a5c533c942d09e481c15a46,d
5a5c533c942d09e481c15a49,angel
5a5c533c942d09e481c15a49,b
5a5c533c942d09e481c15a4b,seed
5a5c533c942d09e481c15a4d,angel
5a5c533c942d09e481c15a4d,a
5a5c533c942d09e481c15a4d,b
5a5c533c942d09e481c15a54,private_equity
5a5c533c942d09e481c15a5a,a
5a5c533c942d09e481c15a5a,seed
5a5c533c942d09e481c15a5a,b
5a5c533c942d09e481c15a62,c
5a5c533c942d09e481c15a64,a
5a5c533c942d09e481c15a64,b
5a5c533c942d09e481c15a64,c
5a5c533c942d09e481c15a64,d
5a5c533c942d09e481c15a64,unattributed
5a5c533c942d09e481c15a64,e
5a5c533c942d09e481c15a66,a
5a5c533c942d09e481c15a66,b
5a5c533c942d09e481c15a68,seed
5a5c533c942d09e481c15a6a,a
5a5c533c942d09e481c15a6a,a
5a5c533c942d09e481c15a6a,b
5a5c533c942d09e481c15a6c,a
5a5c533c942d09e481c15a6c,b
5a5c533c942d09e481c15a6d,seed
5a5c533c942d09e481c15a6d,angel
5a5c533c942d09e481c15a6f,b
5a5c533c942d09e481c15a6f,a
5a5c533c942d09e481c15a6f,b
5a5c533c942d09e481c15a6f,d
5a5c533c942d09e481c15a6f,unattributed
5a5c533c942d09e481c15a6f,unattributed
5a5c533c942d09e481c15a6f,debt_round
5a5c533c942d09e481c15a72,angel
5a5c533c942d09e481c15a72,a
5a5c533c942d09e481c15a72,private_equity
5a5c533c942d09e481c15a72,partial
